label,review,repeat
0,"菜里有块石头，差点把牙硌掉，太危险了，再也不会点了。","非常抱歉让您遇到这么危险的情况，这是我们清洗食材时的严重疏忽。我们会加强食材清洗和检查，杜绝此类问题。请您联系我们，我们会给您相应的补偿并郑重道歉！"
1,"味道很家常，分量也足，妈妈说比她做的还好吃，必须好评！","感谢您和妈妈的认可！能得到长辈的喜欢是我们的荣幸，我们会继续保持这份家常味和足分量，期待您和妈妈常来！"
0,"送来的奶茶上面的奶油都化了，和图片差距太大，影响食欲。","实在抱歉，奶油融化是我们保存和配送的问题，没有做好低温保护。我们会改进包装，确保奶油的形态。您可以联系我们，我们会给您重新做一杯，非常抱歉！"
1,"这家的盖浇饭荤素搭配合理，米饭也很香，吃着特别舒服，推荐！","谢谢您的推荐！合理搭配和香米饭是我们的追求，能让您吃得舒服我们很开心，期待更多人喜欢，也欢迎您常来！"
0,"等了快两个小时，餐品才到，而且还是凉的，商家一点歉意都没有。","非常抱歉让您等了这么久还吃到凉餐品，我们的服务和流程都有问题。我们会优化出餐和配送，加强员工的服务意识。您可以联系我们，我们会给您满意的补偿，再次道歉！"
1,"包装很精致，还印了可爱的图案，餐品味道也很好，心情都变好了。","感谢您的好评！精致的包装和可爱图案是想给您带来好心情，餐品味道能让您满意也很重要，我们会继续努力，期待您再次光临！"
0,"点的套餐里的薯条都软了，一点都不脆，像放了很久的。","不好意思，薯条软了是我们保存或配送时间太长导致的，影响了口感。我们会改进薯条的制作和配送，确保酥脆。您可以联系我们处理，非常抱歉！"
1,"汤的味道太鲜美了，里面的食材也炖得很烂，老人孩子都爱吃。","谢谢您的肯定！汤鲜和食材烂是我们特意为老人孩子考虑的，能让他们爱吃我们很开心，期待您常来给家人点餐！"
0,"商家发错了餐，我点的辣的结果发来不辣的，联系还不承认。","实在抱歉，发错餐还不承认是我们的严重错误，服务态度也有问题。我们会加强核对，端正服务态度。请您联系我们，我们会给您重新配送并道歉，非常抱歉！"
1,"这家的寿司醋放得刚刚好，米饭软硬适中，食材也很新鲜，太好吃了。","感谢您的好评！寿司的细节我们都很在意，醋的比例和米饭硬度都有讲究，能得到您的认可我们很开心，期待您再次品尝！"
0,"价格又涨了，味道却越来越差，性价比太低，不会再买了。","不好意思让您觉得性价比低，我们会反思味道问题和定价。您的反馈很重要，我们会努力调整，希望能重新得到您的认可，感谢您的监督！"
1,"送餐速度超快，下雨也没耽误，餐品还没湿，必须给送餐员点赞！","谢谢您的点赞！送餐员在雨天也能快速安全送达很不容易，我们会给予肯定，也会继续做好保障，期待您再次下单！"
0,"菜里有股怪味，像是变质了，吃了一口就吐了，太恶心了。","非常抱歉，菜有怪味可能是变质了，这是我们的严重失职。我们会加强食材的新鲜度管理，杜绝变质菜。请您联系我们，我们会给您退款并补偿，再次向您道歉！"
1,"味道很正宗，是我吃过最接近家乡味的，已经把店铺分享给老乡了。","感谢您的分享！能让您尝到家乡味并分享给老乡我们很欣慰，我们会一直保持正宗口味，期待您和老乡常来！"
0,"点的是热粥，结果送来的是温的，一点都不热乎，喝着不舒服。","实在抱歉，热粥没保持温度是我们保温工作没做好。我们会换更好的保温容器，确保粥的热度。您可以联系我们，我们会给您重新做一份，非常抱歉！"
1,"这家的包子馅料很足，味道也很正宗，早上吃两个就饱了，方便又好吃。","谢谢您的肯定！足馅料和正宗味是我们包子的特色，能让您早上吃得饱又方便我们很开心，期待您每天都能吃到！"
0,"餐品的分量少得可怜，价格还不便宜，感觉被欺骗了。","非常抱歉让您有被欺骗的感觉，分量和价格不匹配是我们的问题。我们会调整分量或价格，做到物有所值。您可以联系我们，我们会给您相应补偿，感谢您的反馈！"
1,"客服响应速度很快，有问题马上就解决了，餐品也很美味，体验很好。","感谢您的认可！快速解决问题和美味餐品都是我们想给您的，能有好体验我们很开心，期待您再次光临！"
0,"送来的面条调料包漏了，弄得一盒子都是，根本没法吃。","不好意思，调料包漏了是我们包装的问题，给您带来了麻烦。我们会加强包装检查，确保调料包完好。您可以联系我们，我们会给您重新配送或退款，非常抱歉！"
1,"性价比太高了，这么一大份才十几块，味道还特别好，会一直回购的。","谢谢您的支持！高性价比是我们的目标，能让您满意并回购我们很开心，我们会继续保持，期待您每次下单！"
0,"菜太咸了，齁得慌，喝了好几杯水才缓解，太影响体验了。","非常抱歉，菜太咸是我们厨师的失误，给您带来了不适。我们会加强对咸度的把控，确保口味适中。您可以联系我们处理，非常抱歉！"
1,"这家的炒饭配料丰富，有鸡蛋、火腿、虾仁，味道也很棒，太满足了。","感谢您的好评！丰富配料和好味道是我们炒饭的特点，能让您满足我们很开心，期待您再次品尝！"
0,"外卖到了发现少了一份小吃，联系商家说下次补，结果下次点还没补。","实在抱歉，少送小吃还没及时补是我们的服务不到位，失信于您。我们会加强管理，确保补送及时。请您联系我们，我们会马上给您补上并补偿，非常抱歉！"
1,"包装很环保，用的是可降解材料，餐品味道也很健康，必须支持！","谢谢您的支持！环保和健康是我们的理念，能得到您的认可我们很开心，我们会一直坚持，期待您再次光临！"
0,"点的奶茶里有异物，像是塑料碎片，太吓人了，不敢喝。","非常抱歉，奶茶里有异物是我们制作或包装的严重问题，太危险了。我们会彻底检查制作过程和包装，杜绝此类情况。请您联系我们，我们会给您退款并补偿，郑重道歉！"
1,"味道特别好，尤其是那个辣椒，又香又辣，特别过瘾，已经收藏了。","感谢您的收藏和喜爱！辣椒的香和辣是我们的特色，能让您过瘾我们很开心，我们会继续保持，期待您常来！"
0,"送餐员把餐品放在楼下就走了，都不通知一声，差点丢了。","非常抱歉，送餐员没通知就放楼下是服务不到位，太不负责任了。我们会加强培训，要求送餐员必须通知顾客。您可以联系我们说明情况，我们会处理，非常抱歉！"
1,"这家的甜品甜而不腻，口感细腻，吃完一点都不觉得齁，太喜欢了。","谢谢您的喜欢！甜而不腻和细腻口感是我们甜品的追求，能让您喜欢我们很开心，期待您再次品尝！"
0,"菜的味道太奇怪了，说不出的味，吃了一口就不想吃了，浪费钱。","不好意思，菜的味道让您不满意了，这是我们的问题。我们会收集反馈，调整味道。您可以联系我们，我们会给您退款，非常抱歉！"
1,"速度很快，下单没多久就送到了，餐品还是热的，味道也超赞。","感谢您的肯定！快速和热乎是我们的优势，味道能让您满意更重要，我们会继续保持，期待您再次下单！"
0,"点的套餐里的饮料是临期的，还有一个星期就过期了，太不负责了。","非常抱歉，给您发了临期饮料是我们的失职，没有做好检查。我们会加强对饮品日期的筛选，杜绝临期产品。您可以联系我们，我们会给您更换或退款，再次道歉！"
1,"食材新鲜得能尝出来，尤其是那个青菜，特别嫩，味道也很清淡健康。","谢谢您的认可！新鲜和健康是我们的坚持，嫩青菜是我们精挑细选的，能得到您的喜欢我们很开心，欢迎常来！"
0,"餐品送到时，盒子都变形了，菜都挤出来了，看着就没胃口。","实在抱歉，盒子变形菜挤出是我们包装和配送的问题，影响了您的食欲。我们会用更结实的盒子，加强配送保护。您可以联系我们，我们会给您重新配送，非常抱歉！"
1,"这家的面条很劲道，汤的味道也很浓郁，配料也多，吃着特别爽。","感谢您的好评！劲道面条和浓郁汤是我们的特色，配料多能让您吃得爽，我们很开心，期待您再次光临！"
0,"商家漏送了筷子和勺子，怎么吃啊，太粗心了，影响心情。","非常抱歉，漏送餐具是我们打包的疏忽，给您带来了极大不便。我们会加强检查，确保餐具齐全。您可以联系我们，我们会尽快送餐具过去，再次抱歉！"
1,"味道很符合我的口味，每次想吃这口了就点这家，从来没失望过。","谢谢您的信赖！能一直符合您的口味且不让您失望是我们的荣幸，我们会继续努力，期待您每次点餐都满意！"
0,"点的是烤鸭，结果送来的肉特别硬，一点都不嫩，还很柴。","不好意思，烤鸭肉硬柴是我们制作时火候没掌握好，影响了口感。我们会加强厨师培训，确保鸭肉鲜嫩。您可以联系我们处理，非常抱歉！"
1,"性价比很高，一个套餐两个人吃刚好，味道也很好，已经推荐给邻居了。","感谢您的推荐！性价比高和适合分享是我们的考虑，能让您和邻居喜欢我们很开心，期待大家常来！"
0,"等了一个多小时，餐品还没到，显示已送达，联系商家也不处理。","实在抱歉，餐品未到却显示送达还不处理是我们的严重问题，流程和服务都有漏洞。我们会查明情况，优化流程。请您联系我们，我们会给您满意的处理，非常抱歉！"
1,"送餐员很有礼貌，说话客气，餐品也保护得很好，必须好评！","谢谢您的好评！送餐员的礼貌是我们希望的服务态度，能让您满意我们很开心，期待您再次下单！"
0,"菜里有根头发，还是黑色的长头发，太恶心了，再也不会点了。","非常抱歉让您遇到这种情况，这是我们卫生管理的失职。我们会加强员工卫生和操作规范，杜绝此类问题。请您联系我们，我们会给您退款并补偿，再次向您道歉！"
1,"这家的粥熬得特别烂，入口即化，里面的食材也很丰富，老人很喜欢。","感谢您的肯定！专为老人熬制烂粥是我们的心意，能让他们喜欢我们很开心，期待您常来给老人点餐！"
0,"点的奶茶全糖结果一点甜味都没有，像白开水，太难喝了。","实在抱歉，奶茶糖分没做好是我们的失误，给您带来了不好的体验。我们会加强对糖分的把控，严格按要求制作。您可以联系我们，我们会给您重新做一杯，非常抱歉！"
1,"包装很用心，分层包装，菜和米饭没有混在一起，味道也很好，点赞！","感谢您的点赞！用心包装避免混在一起是细节，能让您吃得舒服我们很开心，我们会继续保持，期待您再次光临！"
0,"汉堡里的生菜都黄了，看着就不新鲜，影响食欲。","非常抱歉，生菜不新鲜是我们采购和储存的问题。我们会加强食材筛选，确保生菜新鲜翠绿。您可以联系我们，我们会为您重新制作一份，再次抱歉！"
1,"这家的牛肉面汤底太绝了，牛肉也给得超多，吃着太过瘾了。","感谢您的好评！牛肉面的汤底我们熬了很久，牛肉分量也一直很实在，能让您过瘾我们很开心，期待您再次光临！"
0,"点的是粥，结果送来的全是米汤，米少得可怜，太坑了。","实在不好意思，粥的米量没达标，这是我们制作时的疏忽。我们会严格按照标准添加米量，保证粥的浓稠度。您可以联系我们处理，非常抱歉！"
1,"送餐速度超快，而且餐品包装得很好，一点没洒，必须点赞！","谢谢您的肯定！快速配送和完好包装是我们的基本要求，能让您满意我们很开心，期待您再次下单！"
0,"菜里有根头发，太不卫生了，再也不会在这家点了。","非常抱歉让您遇到这种情况，这是我们卫生管理的失职。我们会加强厨房卫生检查和员工操作规范，坚决杜绝此类问题。请您联系我们，我们会给您满意的处理方案，再次道歉！"
1,"味道特别正宗，和我在老家吃的一个味，太怀念了，会常来的。","感谢您的喜爱！能让您尝到家乡的味道是我们的荣幸，我们会一直保持这份正宗，期待您常来重温家乡味！"
0,"等了快两个小时才送到，菜都凉透了，根本没法吃。","实在抱歉让您等了这么久，还影响了菜品口感。我们会优化出餐和配送流程，缩短配送时间并做好保温。您可以联系我们，我们会给您相应补偿，非常抱歉！"
1,"性价比很高，分量足，味道也好，两个人吃绰绰有余。","谢谢您的肯定！高性价比和足分量是我们的追求，能让您吃得饱又满意我们很开心，欢迎下次再来！"
0,"订单里的薯条变成了洋葱圈，而且还是软塌塌的，太难吃了。","不好意思，这是我们打包时的失误，给您添麻烦了。我们会加强打包核对，同时改进洋葱圈的口感。您可以联系我们处理，非常抱歉！"
1,"这家的奶茶三分糖刚好，珍珠Q弹，喝完还想再来一杯，太赞了。","感谢您的好评！我们的奶茶糖分和珍珠口感都经过多次调试，能得到您的喜欢我们很开心，期待您再次品尝！"
0,"汤洒了一地，餐盒也破了，菜全泡汤里了，太糟心了。","非常抱歉，这是我们包装不到位导致的。我们会更换更结实的餐盒，加强打包检查。请您联系我们，我们会为您重新配送或退款，给您带来不便了！"
1,"服务态度超好，备注的多放醋和辣椒都满足了，味道也很赞。","谢谢您的认可！满足您的口味要求是我们应该做的，我们会继续保持好的服务和味道，期待您再次下单！"
0,"点的微辣结果辣得烧心，根本没法吃，太不专业了。","实在抱歉，后厨对辣度把控不到位，给您带来了不适。我们会加强厨师培训，严格按要求调整辣度。您可以联系我们，我们会为您重新做一份，非常抱歉！"
1,"米饭很香，菜的味道也很家常，吃着特别舒服，像家里做的一样。","感谢您的喜欢！能让您吃到家的味道我们很开心，我们会继续保持这份家常味，欢迎常来呀！"
0,"价格涨了不少，但分量却少了一半，太不划算了。","不好意思让您觉得不划算，我们会重新评估定价和分量，努力做到性价比更高。您的反馈很重要，我们会认真考虑，感谢监督！"
1,"送餐员很有礼貌，送餐也很准时，餐品还是热乎的，体验超棒。","谢谢您的好评！礼貌和准时是我们对送餐员的基本要求，能让您吃到热乎的餐品我们很开心，期待您再次光临！"
0,"汉堡里的肉是生的，咬了一口就吐了，太吓人了。","非常抱歉，这是我们的严重失误，给您带来了极差的体验。我们会加强对肉类加热的检查，确保熟透。请您联系我们，我们会承担相应责任并给您满意处理，再次道歉！"
1,"每次想吃披萨都选这家，料足味美，芝士还能拉丝，太满足了。","感谢您的一直支持！能成为您的首选披萨店我们很荣幸，我们会一直保持料足味美的品质，期待您的每次光临！"
0,"饮料过期了，喝了一口就觉得不对劲，看了日期才发现过期三天了。","实在抱歉让您遇到这么严重的问题，这是我们进货和检查的严重失职。我们会立即全面检查所有饮品，清理过期产品。请您务必联系我们，我们会承担责任并给您满意处理，非常抱歉！"
1,"蔬菜沙拉特别新鲜，酱汁也很美味，吃着很健康，会常点的。","谢谢您的喜欢！新鲜蔬菜和美味酱汁是我们沙拉的特色，能让您吃得健康又满意我们很开心，欢迎常点！"
0,"送错餐了，我点的是盖浇饭结果送来的是炒饭，太耽误事了。","不好意思，这是我们配送核对的失误，给您带来了不便。我们会加强核对，避免送错餐。您可以联系我们，我们会尽快给您送正确的餐品，非常抱歉！"
1,"老板很贴心，知道我爱吃蒜，还特意多送了几瓣，味道也超赞。","感谢您的认可！能记住您的喜好并满足您我们很开心，我们会继续保持这份贴心，期待您再次光临！"
0,"餐品分量少得可怜，一个人都吃不饱，还卖这么贵。","非常抱歉让您没吃饱，我们会增加分量，确保物有所值。您可以联系我们，我们会给您相应补偿，再次抱歉！"
1,"这个价格能吃到这么好的菜太值了，味道好，分量足，必须回购。","谢谢您的肯定！我们一直努力在价格和品质间找平衡，能让您觉得值我们很欣慰，期待您的回购！"
0,"菜是馊的，明显是剩菜，太不道德了，再也不会买了。","实在抱歉，这是我们的严重错误，使用剩菜是绝不允许的。我们会严肃处理，加强食材管理，杜绝这种情况。请您联系我们，我们会给您满意处理，郑重道歉！"
1,"包装很环保，没有多余塑料，餐品也好吃，必须支持这样的商家。","感谢您的支持！环保包装是我们的坚持，能让您吃得满意又环保我们很开心，会继续努力，期待您再次下单！"
0,"筷子是断的，找了半天没找到能用的，太影响吃饭心情了。","不好意思，这是我们打包时的疏忽。我们会加强餐具检查，确保能用。您可以联系我们，我们会给您相应补偿，非常抱歉！"
1,"味道很合我口味，送餐准时，会一直支持这家店的。","谢谢您的支持！能符合您的口味并准时送到我们很开心，我们会继续努力，不辜负您的信任，期待您再次光临！"
0,"套餐里少了一份小吃，联系商家半天没人理，服务太差了。","非常抱歉，少送小吃还没及时回复您，是我们服务不到位。我们会加强打包检查，提高客服响应速度。请您再联系我们，我们会马上处理，给您添麻烦了！"
1,"刚出炉的面包热乎乎的，甜度刚好，吃着太满足了，会常来买的。","感谢您的好评！我们的面包都是新鲜出炉的，能让您吃得满足我们很开心，欢迎常来选购！"
0,"汤里有只苍蝇，太恶心了，看着就反胃，再也不会点了。","非常抱歉让您遇到这么糟糕的情况，这是我们卫生管理的重大失误。我们会彻底清洁厨房，加强检查，杜绝此类问题。请您联系我们，我们会承担责任并给您满意处理，再次道歉！"
1,"寿司很新鲜，种类多，每次都能选到喜欢的，味道也很正宗。","谢谢您的喜欢！新鲜和多样是我们寿司的特色，能让您每次都满意我们很开心，期待您再次品尝！"
0,"价格涨了但味道差远了，以前觉得好吃才常来，现在太失望了。","不好意思让您失望了，我们会反思味道问题，评估价格调整。您的反馈很重要，我们会努力改进，感谢监督！"
1,"这么大的雨送餐员还准时送到，餐品也没湿，太不容易了，必须赞！","感谢您的理解！送餐员在恶劣天气也很辛苦，能准时完好送到我们很欣慰，会做好保障，期待您再次下单！"
0,"点的三分糖奶茶甜得发腻，根本没法喝，太不专业了。","实在抱歉，制作时糖分把控失误，给您添麻烦了。我们会加强培训，严格按要求调整。您可以联系我们，我们会重新做一杯或退款，非常抱歉！"
1,"儿童套餐太贴心了，有玩具还有营养，孩子超喜欢，会常来的。","感谢您的好评！儿童套餐能得到孩子喜欢我们很开心，我们会继续注重营养和趣味性，期待您和孩子再次光临！"
0,"餐品送过来全洒了，盒子也破了，看着就没胃口。","非常抱歉，这是我们包装和配送的问题。我们会换更结实的包装，加强配送保护。请您联系我们，我们会重新配送或退款，给您带来不便了！"
1,"菜品卖相好，看着有食欲，味道也不错，吃得很开心。","谢谢您的肯定！好卖相和味道都是我们追求的，能让您有食欲我们很开心，欢迎下次再来！"
0,"等了一个多小时，结果说餐品卖完了，早不说，太耽误时间了。","实在抱歉，没及时告知您餐品售罄，让您白等了。我们会优化库存管理，及时更新信息。您可以联系我们，我们会给您相应补偿，非常抱歉！"
1,"这家的粥浓稠料多，早上喝一碗特别舒服，暖胃又暖心。","感谢您的好评！我们的粥一直用心熬制，希望能给您带来舒适，能得到您的喜欢我们很开心，欢迎常来！"
0,"炒饭油太多，吃一口就腻得不行，根本没法吃。","不好意思，炒饭油量没把控好，让您觉得腻了。我们会让厨房调整油量，做出更可口的炒饭。您可以联系我们处理，非常抱歉！"
1,"味道很正宗，和我在当地吃的一样，太怀念了，谢谢商家！","谢谢您的认可！能让您尝到熟悉的味道我们很欣慰，会一直保持好口味，期待您再次品尝！"
0,"点的餐里没有餐具，怎么吃啊，太粗心了。","非常抱歉，打包时忘了放餐具，给您带来极大不便。我们会加强检查，确保餐具齐全。您可以联系我们，我们会尽快送餐具过去，再次抱歉！"
1,"外卖包装得很好，和堂食口感差不多，太惊喜了。","感谢您的好评！我们一直努力让外卖有堂食口感，好包装是关键，能得到您的肯定我们很开心，期待您再次下单！"
0,"肉是臭的，明显不新鲜，吃了一点就肚子疼，太过分了。","非常抱歉，让您吃到不新鲜的肉还不舒服，这是我们的严重失职。我们会加强食材新鲜度把控，绝不使用变质食材。请您务必联系我们，我们会承担责任并给您满意处理，郑重道歉！"
1,"分量足，味道好，价格还实惠，会无限回购的，太值了！","谢谢您的支持！能让您觉得实惠又美味我们很开心，会继续保持，期待您每次回购！"
0,"送来的披萨都凉了，芝士不拉丝，难吃死了。","实在抱歉，披萨凉了影响口感，是我们保温没做好。我们会改进保温措施，让您吃到热乎美味的披萨。您可以联系我们，我们会给您相应补偿，非常抱歉！"
1,"客服态度好，有问题很快解决，餐品也不错，体验很好。","感谢您的好评！好的客服和美味餐品都是我们想给您的，能及时解决您的问题我们很开心，期待您再次光临！"
0,"菜里有沙子，硌到牙了，太不卫生了，以后不会来了。","非常抱歉，食材清洗没处理干净，给您带来了伤害，我们很愧疚。我们会加强清洗检查，确保干净。请您联系我们，我们会给您相应补偿，再次道歉！"
1,"新出的甜品太好吃了，甜而不腻，颜值还高，爱了爱了！","谢谢您的喜欢！新甜品能得到您的青睐我们很开心，会继续推出更多美味甜品，期待您再次品尝！"
0,"备注了不要放葱，结果每道菜里都有，太不尊重顾客的要求了。","非常抱歉没有按照您的备注执行，这是我们工作的疏忽。我们会加强对备注信息的重视和核对，确保严格按您的要求制作。您可以联系我们，我们会为您重新制作餐品，再次抱歉！"
1,"这家的鱼香肉丝太正宗了，酸甜度刚好，配米饭吃简直绝了，会回购的。","感谢您的好评！鱼香肉丝的酸甜度我们调试了很多次，能得到您的认可我们很开心，期待您的再次回购，让您每次都吃得满足！"
0,"送来的包子皮硬邦邦的，像放了好几天，馅也干巴巴的，太难吃了。","实在不好意思，包子不新鲜是我们储存和制作的问题。我们会改进制作工艺，加强储存管理，确保包子松软可口。您可以联系我们处理，非常抱歉！"
1,"送餐速度真快，下单到收到才15分钟，餐品还是热乎的，必须点赞！","谢谢您的肯定！快速配送和保持餐品热度是我们的优势，能让您这么快吃到热乎的饭菜我们很开心，会继续保持，期待您再次下单！"
0,"点的套餐里的水果沙拉全是蔫了的水果，一点新鲜感都没有，太失望了。","非常抱歉，水果沙拉不新鲜是我们采购和处理的失职。我们会加强对水果的筛选，保证新鲜度。请您联系我们，我们会给您相应的补偿，再次向您道歉！"
1,"味道很独特，是我没吃过的口味，特别惊喜，已经把店铺分享给朋友了。","感谢您的喜爱和分享！能给您带来独特的口味体验我们很开心，也期待您的朋友能喜欢，欢迎大家常来光顾！"
0,"送餐员说话特别冲，问他还有多久到就不耐烦，服务太差了。","非常抱歉，送餐员的态度给您带来了不好的体验，这是我们管理不到位。我们会对送餐员进行服务培训，提高服务质量。您可以联系我们说明情况，我们会严肃处理，非常抱歉！"
1,"包装设计得很可爱，看着就有好心情，餐品味道也很棒，太喜欢了。","谢谢您的喜欢！我们希望包装能给您带来好心情，搭配美味的餐品就更完美了，能得到您的认可我们很开心，欢迎常来！"
0,"菜的分量比之前少了一半，价格却没降，太坑人了。","不好意思让您觉得分量不足且性价比低，我们会重新评估菜品分量和价格，尽快调整到合理范围。感谢您的反馈，我们会认真对待！"
1,"冬天喝这家的羊肉汤太舒服了，羊肉给得超多，汤也熬得特别浓，暖心暖胃。","感谢您的好评！冬天的羊肉汤就是要浓且肉多才能暖心，能让您有这样的体验我们很开心，期待您冬天常来喝一碗！"
0,"点的麻辣烫一点味道都没有，像白开水煮的，加了料包还是难吃。","实在抱歉，麻辣烫的味道没做好，让您失望了。我们会改进汤底的调配，确保味道浓郁。您可以联系我们，我们会为您重新做一份，非常抱歉！"
1,"这家的葱油饼外酥里嫩，葱香味十足，配着豆浆吃太满足了，早餐首选！","谢谢您的肯定！葱油饼的口感和葱香味是我们的特色，能成为您的早餐首选我们很荣幸，会继续保持，期待您每天都能吃到！"
0,"饮料瓶身都是灰，看着就不干净，拧开还发现瓶口有污渍，根本不敢喝。","非常抱歉，饮料包装不干净是我们储存和检查的问题。我们会加强对饮品的清洁和检查，确保卫生。请您联系我们，我们会给您退款并补偿，再次道歉！"
1,"客服特别耐心，帮我修改了好几次订单信息都没不耐烦，餐品也很好吃。","感谢您的认可！耐心服务是我们客服的职责，餐品能让您满意也很重要，我们会继续保持，期待您再次光临！"
0,"米饭硬得像石子，嚼得牙疼，根本没法咽下去，太差劲了。","非常抱歉，米饭的口感这么差是我们煮饭的失误，给您带来了不适。我们会调整煮饭的火候和时间，确保米饭软糯。您可以联系我们，我们会给您重新配送或退款，非常抱歉！"
