label,review,repeat
1,"吃着像家里做的菜，特别亲切，味道家常，下班回来吃一口太舒服了。","感谢您的喜爱！能让您吃到家的味道是我们的目标，我们会继续保持，让您每次吃都像回家一样，欢迎常来！"
0,"汉堡里的生菜都蔫了，湿乎乎的，把面包泡软了，太影响口感了。","实在抱歉，生菜不新鲜是我们的问题。我们会选新鲜生菜，妥善处理。您可以联系我们，我们会重新做一个汉堡，非常抱歉！"
1,"送餐员特别细心，看到我拿快递不方便，主动帮忙放门口，太贴心了。","感谢您的好评！送餐员的细心服务是我们希望的，能帮到您我们很开心，会继续培训员工注重细节，期待您再次下单！"
0,"菜里有只小飞虫，太恶心了，直接把餐扔了，再也不会点了。","非常抱歉让您遇到这种情况，这是我们卫生管理的失职。我们会彻底清洁厨房，加强检查，杜绝此类问题。请您联系我们，我们会给您满意处理，再次道歉！"
1,"这家的慕斯蛋糕口感丝滑，甜而不腻，颜值还高，吃着太幸福了！","谢谢您的喜欢！慕斯蛋糕的口感和颜值我们都很用心，能让您幸福我们很开心，会继续保持，期待您再次品尝！"
0,"一份炒粉要三十块，比别家贵一倍，味道却一般，太不值了。","不好意思让您觉得贵，我们会对比市场价格，评估是否调整，尽量做到性价比更高。感谢您的反馈，我们会考虑！"
1,"食材新鲜，吃着放心，味道清淡健康，适合我这种养生党，太爱了！","感谢您的肯定！新鲜健康是我们的坚持，能符合您的需求我们很开心，欢迎常来，让您吃得安心！"
0,"点的热奶茶送来是凉的，一点温度都没有，喝着没感觉。","实在抱歉，热奶茶没保温好是我们的问题。我们会换更好的保温容器，确保温度。您可以联系我们，我们会重新做一杯，非常抱歉！"
1,"生理期点了这家的桂圆红枣茶，喝完整个人都暖了，小甜品也超好吃。","谢谢您的信赖！能在特殊时期给您温暖我们很开心，这些都是为您准备的贴心美食，期待您需要时随时下单！"
0,"餐品送错楼层，等发现时已经凉了，商家还不负责，太气人了。","非常抱歉，送错楼层还没负责是我们的失误，给您气受了。我们会加强地址核对，出现问题积极处理。请您联系我们，我们会重新配送并补偿，非常抱歉！"
1,"本来随便点的，结果味道太惊喜了，已经收藏店铺，以后就是常客了。","感谢您的认可和收藏！能让您成为常客是我们的荣幸，我们会继续努力，让您每次来都满意，期待您常来！"
0,"菜做得太咸了，配着米饭都齁，喝了三杯水才好点，太难吃了。","不好意思，菜太咸是我们的失误，让您吃得费劲。我们会让厨师调整盐量，确保咸淡适中。您可以联系我们处理，非常抱歉！"
1,"包装太用心了，每个菜都密封得很好，一点没洒，还送了消毒棉片，贴心！","谢谢您的好评！我们注重细节，希望给您好体验，这些小贴心能被认可我们很开心，期待您再次下单！"
0,"等了两个小时餐还没到，打电话没人接，太不靠谱了，再也不买了。","非常抱歉，让您等这么久还联系不上，这是我们的严重失职。我们会优化流程，确保电话畅通。您可以再联系我们，我们会给您满意处理，非常抱歉！"
1,"这家的扬州炒饭太正宗了，配料丰富，味道刚好，吃不够，强烈推荐！","感谢您的推荐！扬州炒饭的正宗是我们的追求，能得到您的喜欢我们很开心，会继续保持，期待您再次品尝！"
0,"奶茶里喝出了头发，太恶心了，吓得我赶紧扔了，再也不敢喝了。","非常抱歉，奶茶里有头发是我们的严重问题。我们会加强制作卫生，杜绝此类情况。请您联系我们，我们会退款并补偿，再次道歉！"
1,"味道和我在重庆吃的小面一模一样，太正宗了，在这边吃到太不容易了！","谢谢您的肯定！能让您尝到正宗重庆小面我们很欣慰，我们会一直保持，让您不用远行就能吃到家乡味，期待您再次光临！"
0,"送来的面条全坨了，用筷子扒都扒不开，根本没法吃，白花钱了。","不好意思，面条坨了是我们打包的失误，让您白花钱了。我们会分开装面和汤，避免坨住。您可以联系我们，我们会重新配送或退款，非常抱歉！"
1,"这么便宜能吃到这么好的菜太惊喜了，已经推荐给同事，大家都爱吃！","感谢您的推荐！我们努力做到物美价廉，能让您和同事喜欢我们很开心，期待大家常来，一起享受美味！"
0,"点的面包说是现烤的，结果硬邦邦的，明显是放了好几天的，太骗人了。","非常抱歉，给您不新鲜的面包是我们的错，我们欺骗了您，很愧疚。我们承诺面包当天现烤，会加强管理。请您联系我们，我们会补偿，郑重道歉！"
1,"送餐员冒着大雨送餐，餐品一点没湿还热乎，太不容易了，必须感谢！","谢谢您的理解！送餐员雨天很辛苦，能让您满意我们很欣慰，会给他们鼓励，期待您再次下单！"
0,"套餐里少了个鸡翅，联系商家说补送，等了一小时也没动静，太不守信用了。","实在抱歉，少送鸡翅还没补送，是我们失信了。我们会加强检查，确保补送及时。请您再联系我们，我们会马上处理，非常抱歉！"
1,"生日订了这家蛋糕，水果新鲜，奶油不腻，家人都夸好吃，太满意了！","感谢您的好评！能让您的生日更开心我们很荣幸，我们会一直保证蛋糕品质，期待您下次庆祝还选我们！"
0,"昨天盖浇饭22块，今天就26块，一天涨4块，太离谱了，吃不起了。","不好意思，价格波动没提前说，让您觉得离谱。我们会稳定价格，调整前会公示。您的反馈我们会重视，感谢监督！"
1,"他们家的招牌鱼真的名不虚传，鲜嫩入味，吃一次就忘不了，每次必点！","谢谢您的喜爱！招牌鱼能让您难忘是我们的荣幸，我们会一直保持品质，让您每次点都满意，期待您再次光临！"
0,"送来的披萨饼边烤焦了，黑乎乎的，吃着发苦，太难吃了。","非常抱歉，披萨烤焦是我们的失误，影响了口感。我们会调整烤箱设置，确保口感刚好。您可以联系我们，我们会重新配送或退款，非常抱歉！"
1,"包装用的是可降解材料，特别环保，餐品味道也健康，必须支持这样的店！","感谢您的支持！环保是我们的责任，能让您吃得健康又环保我们很开心，会一直坚持，期待您再次光临！"
0,"点的减脂餐里有油炸的东西，我特意备注了要全素且不能有油炸食品，这怎么吃啊？","实在不好意思，没有按照您的特殊饮食需求准备餐品，是我们的失误。我们会加强对备注信息的关注，确保准确无误。请您联系我们，我们会为您重新准备一份符合要求的减脂餐，非常抱歉给您带来不便！"
1,"小象超市的水果好新鲜啊，买的草莓又大又甜，蓝莓也很饱满，以后买水果就选这家了。","感谢您的好评！我们一直致力于为顾客提供新鲜优质的水果，能得到您的认可我们很开心。期待您下次继续选购，我们会继续保持品质，让您吃得放心、满意！"
0,"在小象超市买的面包都过期两天了，吃了一口才发现，差点拉肚子，太不负责任了。","非常抱歉，让您买到过期面包，这是我们严重的失职。我们会加强对商品保质期的检查，杜绝此类情况再次发生。请您联系我们，我们会给您退款并给予相应补偿，再次向您道歉！"
1,"这家店对特殊饮食需求的照顾太贴心了，我点的无麸质餐品做得很地道，味道也不错，会推荐给有同样需求的朋友。","谢谢您的肯定和推荐！满足顾客的特殊饮食需求是我们努力的方向，能让您满意我们倍感荣幸。期待您的朋友也能喜欢我们的餐品，欢迎大家常来！"
0,"小象超市送的商品少了一件，联系客服等了好久才回复，效率太低了。","实在不好意思，给您漏送商品，客服回复还不及时，这是我们服务的问题。我们会加强库存管理和客服培训，提高效率。请您联系我们，我们会马上为您补送商品，非常抱歉！"
1,"点的低卡餐营养搭配很合理，蔬菜、蛋白质、碳水都有，味道也清淡可口，适合正在减肥的我，爱了爱了。","感谢您的喜爱！为减肥人士提供营养均衡又美味的低卡餐是我们的追求，能得到您的认可我们很开心。希望您在减肥路上一切顺利，期待您再次下单！"
0,"在小象超市买的牛奶有异味，像是变质了，包装也有点鼓，不敢喝。","非常抱歉，牛奶出现问题让您担忧了，这是我们品控的疏忽。我们会立即检查同批次产品，加强质量把控。请您联系我们，我们会给您退款并安排回收问题牛奶，给您带来不便了！"
1,"商家对我提出的食物过敏问题很重视，特意调整了菜品，避免了过敏食材，太感谢了，以后就选这家。","谢谢您的信任！保障顾客的饮食安全是我们的责任，能为您解决食物过敏的困扰我们很欣慰。期待您常来，我们会一直为您的健康饮食保驾护航！"
0,"点的素食套餐里居然有肉，我是素食主义者，这让我怎么吃，太不专业了。","实在抱歉，套餐里混入肉类违背了您的素食原则，这是我们的严重失误。我们会加强对菜品制作的管理，严格区分荤素。请您联系我们，我们会为您重新制作一份纯素食套餐，非常抱歉！"
1,"小象超市的配送员服务态度超好，东西送到时还提醒我检查，下次还选他们家。","感谢您的好评！配送员的优质服务是我们服务的一部分，能让您感受到贴心我们很开心。我们会继续保持，期待您再次选择小象超市，为您提供更好的购物体验！"
0,"我要求的无糖咖啡里放了糖，喝了一口就没法喝了，跟客服反馈也没得到好的解决。","不好意思，咖啡制作没按您的要求来，客服处理也不到位，这是我们的失职。我们会加强对饮品制作的培训，提高客服处理问题的能力。请您联系我们，我们会为您重新做一杯无糖咖啡，非常抱歉！"
1,"这家的轻食沙拉食材新鲜，酱料也是低卡的，对健身人士太友好了，会常点。","谢谢您的支持！为健身人士提供新鲜健康的轻食是我们的目标，能符合您的需求我们很开心。期待您常点，助力您的健身计划，让您吃得健康又满足！"
0,"在小象超市买的零食包装破损，里面的零食都受潮了，影响口感。","非常抱歉，零食包装破损让您的购物体验变差了，这是我们在包装和运输环节的问题。我们会加强包装检查和物流管理，确保商品完好。请您联系我们，我们会给您退款或更换新的零食，再次道歉！"
1,"商家很贴心，知道我有乳糖不耐受，专门为我准备了无乳糖的饮品，太感动了，味道也不错。","感谢您的认可！能关注到您的特殊需求并满足您，我们也很开心。我们会继续保持这份贴心，为有不同需求的顾客提供优质服务，期待您再次光临！"
0,"点的全麦面包一点都不麦香，吃着像普通面包，感觉被欺骗了。","实在不好意思，面包的品质没达到您的期望，让您有被欺骗的感觉，这是我们的失误。我们会重新评估面包的制作工艺，确保麦香浓郁。请您联系我们，我们会给您退款或为您更换其他口味的面包，非常抱歉！"
1,"小象超市的生活用品质量很好，价格也实惠，买了几次都很满意，会回购的。","谢谢您的肯定！为顾客提供质优价廉的生活用品是我们的宗旨，能让您满意我们很欣慰。期待您的再次回购，我们会继续努力，为您提供更多优质商品！"
0,"我要的无辣菜品里放了很多辣椒，辣得我没法吃，跟商家沟通也不解决。","非常抱歉，菜品没按您的要求制作，沟通还不顺畅，这是我们的严重问题。我们会加强对菜品制作的监督，提高与顾客沟通的能力。请您联系我们，我们会为您重新做一份无辣菜品，给您带来不便了！"
1,"这家的低糖蛋糕口感细腻，甜度也恰到好处，适合我这种不能吃太甜的人，赞！","感谢您的好评！为低糖需求的顾客制作美味蛋糕是我们的追求，能得到您的称赞我们很开心。期待您再次品尝，我们会继续保持品质，给您更多甜蜜享受！"
0,"在小象超市买的饮料瓶身有划痕，感觉不太卫生，而且还比别家贵。","不好意思，饮料瓶身有划痕让您觉得不卫生，价格也让您不满意，这是我们的不足。我们会加强对商品外观的检查，同时优化价格策略。请您联系我们，我们会给您适当补偿，非常抱歉！"
1,"商家对我的饮食禁忌了解得很清楚，做的餐品完全符合要求，味道还很棒，会一直支持的。","谢谢您的一直支持！了解并满足您的饮食禁忌是我们应该做的，能让您满意我们很荣幸。我们会继续努力，为您提供更优质的餐品，期待您的每次光临！"
0,"点的有机蔬菜不新鲜，有些都发黄了，跟有机的标准不符。","非常抱歉，有机蔬菜不新鲜是我们的严重失误，违背了有机蔬菜的品质标准。我们会加强对蔬菜采购和储存的管理，确保新鲜度。请您联系我们，我们会给您退款或重新配送新鲜的有机蔬菜，再次道歉！"
1,"小象超市的水果拼盘很新鲜，种类丰富，价格也合理，很适合一家人吃。","感谢您的喜欢！水果拼盘的新鲜和丰富是我们精心准备的，能满足一家人的需求我们很开心。期待您下次继续选购，为您的家庭带来更多甜蜜和健康！"
0,"我对海鲜过敏，点的餐里却有海鲜配料，差点过敏发作，太危险了。","实在抱歉，餐品中出现您过敏的海鲜配料，给您带来了极大的危险，这是我们的重大失职。我们会加强对菜品配料的管理，严格排查过敏食材。请您联系我们，我们会承担相应责任并给您满意处理，郑重道歉！"
1,"这家店对特殊饮食的定制很专业，我点的无蛋奶餐品也很美味，推荐给大家。","谢谢您的推荐！能在特殊饮食定制上做到专业又美味是我们的目标，能得到您的认可我们很开心。期待更多有特殊饮食需求的顾客能选择我们，为大家提供优质服务！"
0,"在小象超市买的酸奶快过期了，而且口感也不太好，感觉像快变质了。","非常抱歉，酸奶快过期且口感不好，这是我们对商品保质期和品质把控的问题。我们会加强对酸奶等商品的管理，确保新鲜美味。请您联系我们，我们会给您退款或更换新的酸奶，非常抱歉给您带来不好的体验！"
1,"商家很用心，按照我的要求调整了餐品的烹饪方式，味道更好了，会常来的。","感谢您的肯定！能根据您的要求调整烹饪方式并让您满意，我们很开心。我们会继续用心为您服务，期待您常来，给您更多美味体验！"
0,"点的低钠食品吃着却很咸，一点都不符合低钠的标准，感觉被误导了。","实在不好意思，低钠食品不符合标准，让您感觉被误导了，这是我们的失误。我们会重新检查食品的钠含量，确保符合标准。请您联系我们，我们会给您退款或为您更换真正的低钠食品，非常抱歉！"
1,"小象超市的配送速度很快，下单后半小时就送到了，商品也完好无损，好评。","谢谢您的好评！快速配送和商品完好是我们努力做到的，能让您满意我们很开心。我们会继续保持，期待您再次下单，为您提供便捷的购物体验！"
0,"我是孕妇，点的餐里有不适合孕妇吃的调料，跟商家说也没得到重视。","非常抱歉，没有重视您作为孕妇的特殊饮食需求，餐品中出现不适合的调料，这是我们的严重问题。我们会加强对特殊人群饮食需求的了解和关注。请您联系我们，我们会为您重新制作适合孕妇的餐品，给您带来不便了！"
1,"这家的无麸质面包口感松软，味道也不错，对麸质过敏的我终于找到好吃的面包了。","感谢您的喜爱！能为麸质过敏的您提供美味的无麸质面包，我们很荣幸。我们会继续保持品质，期待您再次购买，给您更多美味享受！"
0,"在小象超市买的坚果有坏果，影响了整袋坚果的口感，很失望。","非常抱歉，坚果中有坏果让您失望了，这是我们在选品和品控上的疏忽。我们会加强对坚果类商品的筛选和检查。请您联系我们，我们会给您退款或为您更换一袋优质坚果，再次道歉！"
1,"商家对顾客的饮食建议很重视，根据我的建议调整了菜品，现在更好吃了，赞一个。","谢谢您的认可！重视顾客的建议并积极改进是我们的服务理念，能让菜品更合您口味我们很开心。期待您继续提出宝贵建议，我们会不断进步，为您提供更美味的餐品！"
0,"点的纯素披萨里有奶制品，我明确说了不能吃奶制品，这披萨没法吃了。","实在抱歉，披萨制作没遵循您不能吃奶制品的要求，这是我们的失误。我们会加强对特殊饮食要求的记录和制作管理。请您联系我们，我们会为您重新制作一份完全符合您要求的纯素披萨，非常抱歉！"
1,"小象超市的生鲜产品都很新鲜，买的牛肉很嫩，虾也很鲜活，以后生鲜就认准这家了。","感谢您的信任！为顾客提供新鲜的生鲜产品是我们的核心，能得到您的认可我们很开心。期待您下次继续选购我们的生鲜，我们会继续保持新鲜度，让您吃得放心！"
0,"我有糖尿病，点的无糖餐里检测出有糖分，这对我身体很不利，商家太不负责了。","非常抱歉，无糖餐里出现糖分，对您的健康造成潜在风险，这是我们的严重失职。我们会加强对无糖餐品的检测，确保准确无误。请您联系我们，我们会承担责任并给您满意处理，郑重向您道歉！"
1,"这家店对儿童的特殊饮食需求考虑得很周到，儿童餐营养丰富又美味，孩子很喜欢。","谢谢您的好评！关注儿童的特殊饮食需求，让孩子吃得营养又开心是我们的目标。我们会继续努力，为孩子们提供更多优质的儿童餐，期待您和孩子再次光临！"
0,"在小象超市买的薯片漏气了，薯片都不脆了，口感很差。","不好意思，薯片漏气影响口感，这是我们在包装和运输上的问题。我们会加强对商品包装的保护和检查。请您联系我们，我们会给您退款或为您更换新的薯片，非常抱歉给您带来不好的体验！"
1,"商家很贴心，知道我在控制体重，给我推荐了合适的餐品，味道也不错，会常点的。","感谢您的肯定！能为您的体重管理提供合适的餐品并让您满意，我们很开心。期待您常点，助力您实现体重管理目标，为您提供更多美味又健康的选择！"
0,"点的无咖啡因咖啡喝着有明显的咖啡因味道，影响我晚上休息，太糟糕了。","实在抱歉，无咖啡因咖啡不符合要求，影响了您的休息，这是我们的失误。我们会重新检查咖啡的制作和原料，确保无咖啡因。请您联系我们，我们会给您退款或为您重新提供一杯纯正的无咖啡因咖啡，非常抱歉！"
1,"小象超市的服务很好，有问题咨询客服都能及时回复并解决，购物体验很棒。","谢谢您的好评！及时解决顾客问题，提供优质服务是我们的宗旨，能让您有很棒的购物体验我们很开心。期待您再次购物，我们会继续保持，为您提供更好的服务！"
0,"我对花生过敏，点的沙拉里却有花生碎，差点引发过敏，商家一点都不细心。","非常抱歉，沙拉中出现您过敏的花生碎，给您带来极大危险，这是我们的重大疏忽。我们会加强对菜品原料的管理，严格排查过敏食材。请您联系我们，我们会承担责任并给您满意处理，再次向您道歉！"
1,"这家的低卡甜品味道不错，吃着没有负担，适合想要减肥又想吃甜品的我。","感谢您的喜爱！为减肥人士提供美味无负担的低卡甜品是我们的追求，能得到您的认可我们很开心。期待您再次品尝，让您在享受美味的同时轻松减肥！"
0,"在小象超市买的水果有农药残留的味道，吃着很担心健康问题。","非常抱歉，水果有农药残留味道让您担心健康，这是我们在水果采购和检测上的不足。我们会加强对水果的检测，确保安全。请您联系我们，我们会给您退款或为您更换无农药残留担忧的水果，非常抱歉！"
1,"商家很专业，根据我的身体状况为我定制了专属餐品，很贴心，会推荐给朋友。","谢谢您的推荐！能为您定制专属餐品并得到您的认可，我们很荣幸。期待您的朋友也能体验到我们的专业服务，我们会继续努力，为更多顾客提供个性化的饮食方案！"
0,"外卖送过来时餐袋破了个洞，汤洒了一路，餐品都凉透了，太糟心了。","非常抱歉，餐袋破损导致汤洒和餐品变凉，这是我们包装和配送的问题。我们会更换更结实的餐袋，加强打包检查，同时让配送员注意保护餐品。请您联系我们，我们会为您重新配送或退款，给您带来不便了！"
1,"美团外卖这个商家太给力了，餐品用保温袋裹得严严实实，拿到手还是热乎的，味道也超赞。","感谢您的好评！做好外卖的保温是我们的基本要求，能让您吃到热乎的餐品我们很开心。我们会继续保持，期待您再次下单体验！"
0,"下单时选了餐具，结果送来的餐里没有，联系骑手说忘了拿，这饭没法吃了。","实在不好意思，骑手忘记带餐具给您带来了麻烦，这是我们的疏忽。我们会提醒骑手出发前核对物品，确保齐全。您可以联系我们，我们会尽快让骑手补送餐具，非常抱歉！"
1,"外卖小哥送餐超快，下单到收到才 18 分钟，还帮我把餐品放在门口的置物架上，太贴心了，餐也好吃。","谢谢您的肯定！快速配送和贴心服务是我们想给您的体验，外卖小哥的细致我们会传达表扬。期待您再次点单，继续为您提供好服务！"
0,"点的汉堡外卖，面包被压得扁扁的，生菜都蔫了，跟图片差距太大。","非常抱歉，外卖汉堡在配送中被压坏影响了品相，这是我们包装不到位。我们会改进汉堡的包装方式，用硬盒固定防止挤压。请您联系我们，我们会给您相应补偿，再次道歉！"
1,"美团上这家店的外卖包装太用心了，每个菜都用锡纸包着保温，打开还是热气腾腾的，味道和堂食一样好。","感谢您的认可！用心包装是为了让外卖也有好口感，能得到您的喜欢我们很开心。我们会继续保持这份用心，期待您常来下单！"
0,"外卖送错地址了，等我发现联系骑手，他说已经走远了让我自己去取，态度特别差。","实在抱歉，送错地址还让您跑腿，骑手态度也不好，这是我们的严重失误。我们会加强对骑手的地址核对培训和服务管理，严肃处理这次事件。请您联系我们，我们会给您补偿并尽快解决问题，非常抱歉！"
1,"下雨天点的外卖，担心会洒，结果餐品完好无损，包装密封性特别好，味道也没让人失望，必须赞！","谢谢您的好评！雨天做好外卖的防护很重要，能让您收到完好的餐品我们很欣慰。我们会继续做好包装，期待您雨天也能安心点我们家的外卖！"
0,"点的麻辣烫外卖，备注了多放麻酱少放菜，结果完全反过来，麻酱就一点，菜堆成山。","不好意思，没按您的备注调整配料，这是我们出餐时的疏忽。我们会加强对备注信息的核对，严格按要求制作。您可以联系我们，我们会给您补送麻酱或退款，非常抱歉！"
1,"外卖里还附带了一张小纸条，写着感谢下单，还送了一小盒水果，太暖心了，餐品味道也很棒。","感谢您的喜爱！小纸条和水果是我们的一点心意，能让您感受到温暖我们很开心。我们会继续用细节打动您，期待您再次光临！"
0,"外卖等了一个半小时，催了三次都说快到了，结果送来时菜都凉了，客服也不解决。","非常抱歉，让您等了这么久还没得到好的处理，这是我们的服务失职。我们会优化出餐和配送流程，提高客服响应效率。请您联系我们，我们会给您满意的处理方案，再次道歉！"
1,"美团外卖这个商家的出餐速度太快了，下单后 10 分钟就出餐了，骑手也给力，很快就送到了，热乎的超好吃。","谢谢您的肯定！快速出餐加高效配送才能让您尽快吃到美食，我们会继续保持这个速度，期待您再次点单，不用久等就能享用美味！"
0,"点的奶茶外卖，拿到手发现封口没封好，洒了半杯，吸管也断了一根。","非常抱歉，奶茶封口和吸管出现问题，这是我们打包的失误。我们会加强对饮品包装的检查，确保封口严实、餐具完好。请您联系我们，我们会为您重新做一杯，非常抱歉！"
1,"外卖的分类包装做得很好，汤和菜分开装，饭也单独放，一点没洒，看着就舒服，味道也好。","感谢您的好评！分类包装是为了避免串味和洒漏，能让您吃得舒心我们很开心。我们会继续做好包装细节，期待您再次下单！"
0,"骑手送餐时把我的外卖放在楼下花坛上，没告诉我，我找了半天，餐都凉了。","实在不好意思，骑手没及时告知您放餐位置，让您费心寻找还耽误了口感，这是我们的服务不到位。我们会要求骑手放餐后及时联系并说明位置。请您联系我们，我们会给您补偿，非常抱歉！"
1,"点的炸鸡外卖，送来时还是脆脆的，一点没软，包装上还有透气孔，太懂了，味道绝了。","谢谢您的喜欢！保持炸鸡的酥脆是关键，透气孔能防止变软，能得到您的认可我们很开心。期待您再次点我们家的炸鸡，每次都能吃到酥脆口感！"
0,"外卖里的菜有股怪味，像是放了好几天的，跟商家反馈说正常，太不负责任了。","非常抱歉，餐品有怪味还没得到重视，这是我们的严重问题。我们会加强食材新鲜度的把控，严肃处理此类反馈。请您联系我们，我们会给您退款并补偿，再次向您道歉！"
1,"美团外卖上这家店的菜品分量太足了，外卖盒都快装不下了，味道也很好，性价比超高。","感谢您的认可！外卖也要保证分量，让您吃得饱又划算，能让您觉得值我们很欣慰。期待您再次下单，继续给您满满的惊喜！"
0,"点的饺子外卖，皮都粘在一起了，根本分不开，馅也凉了，难吃死了。","不好意思，饺子打包没做好防粘处理，还凉了影响口感，这是我们的失误。我们会在打包时多加干面粉，并用保温袋保存。您可以联系我们，我们会为您重新送一份，非常抱歉！"
1,"外卖小哥特别有礼貌，送餐时还说了句祝您用餐愉快，餐品也保护得很好，心情都变好了。","感谢您的好评！骑手的礼貌服务能给您带来好心情我们很开心，我们会继续培训骑手注重服务细节，期待您再次点单，收获更多快乐！"
